Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,ChangeCompanyRate,Satisfaction
37.0,No,Travel_Rarely,3,3,Life Sciences,Male,Research Director,Married,6384.0,No,14,3.0,0,36,3.0,9,3.027027027027027,15
43.0,No,Travel_Rarely,1,4,Technical Degree,Male,Healthcare Representative,Divorced,9228.730569948186,No,12,3.0,3,10,3.0,8,1.0909090909090908,10
37.0,Yes,Travel_Rarely,2,3,Marketing,Male,Manager,Single,4285.0,Yes,16,3.0,0,26,2.0,10,2.037037037037037,8
27.0,No,Travel_Frequently,10,3,Life Sciences,Female,Research Scientist,Married,2863.0,No,13,3.0,1,10,2.0,2,6.090909090909091,10
44.0,No,Travel_Rarely,4,2,Medical,Male,Sales Executive,Divorced,16328.0,Yes,12,3.0,3,11,1.0,8,1.0833333333333333,11
39.0,No,Travel_Rarely,2,1,Technical Degree,Female,Research Scientist,Single,8376.0,Yes,13,3.0,0,6,3.0,3,1.1428571428571428,14
36.0,No,Travel_Rarely,7,2,Life Sciences,Male,Laboratory Technician,Married,5507.0,No,18,3.0,1,1,1.0,0,1.5,15
43.0,No,Travel_Frequently,26,4,Life Sciences,Male,Healthcare Representative,Married,16959.0,No,14,3.0,2,10,3.0,2,6.090909090909091,11
37.0,No,Travel_Frequently,1,4,Medical,Male,Manager,Single,5332.0,No,22,3.0,0,27,3.0,4,2.0357142857142856,14
50.0,No,Travel_Rarely,15,3,Life Sciences,Male,Manufacturing Director,Married,9228.730569948186,No,13,4.0,2,18,1.0,15,1.0526315789473684,13
37.0,No,Travel_Rarely,8,3,Marketing,Female,Sales Executive,Married,4107.0,No,21,3.0,1,14,3.0,4,5.066666666666666,14
50.0,No,Travel_Frequently,23,3,Life Sciences,Male,Research Scientist,Single,11245.0,No,16,3.0,0,6,3.0,2,9.142857142857142,18
37.0,No,Travel_Rarely,6,3,Technical Degree,Male,Laboratory Technician,Married,4400.0,No,12,3.0,1,10,2.0,2,0.09090909090909091,11
29.0,No,Travel_Rarely,21,4,Life Sciences,Female,Sales Executive,Married,5561.0,No,19,3.0,1,10,5.0,2,6.090909090909091,11
32.0,No,Travel_Rarely,20,3,Life Sciences,Female,Research Scientist,Single,5175.0,No,13,3.0,0,6,3.0,2,1.1428571428571428,14
45.0,No,Travel_Rarely,19,3,Life Sciences,Female,Sales Executive,Married,9228.730569948186,No,13,4.0,1,10,2.0,3,3.090909090909091,12
46.0,Yes,Travel_Rarely,7,3,Life Sciences,Female,Laboratory Technician,Married,8926.0,Yes,16,4.0,1,6,2.0,3,1.1428571428571428,14
38.0,No,Travel_Rarely,1,2,Technical Degree,Male,Healthcare Representative,Single,6553.0,Yes,12,3.0,0,25,3.0,1,7.038461538461538,15
26.0,Yes,Travel_Rarely,20,3,Life Sciences,Male,Healthcare Representative,Married,2305.0,No,12,3.0,0,12,3.0,0,3.076923076923077,11
37.0,No,Travel_Rarely,3,4,Other,Male,Manager,Married,5986.83193277311,Yes,12,3.0,1,26,2.0,2,4.037037037037037,16
32.0,Yes,Travel_Rarely,16,3,Marketing,Female,Sales Executive,Single,6162.0,No,15,3.0,0,6,3.0,2,5.142857142857143,11
33.0,No,Travel_Rarely,2,4,Human Resources,Male,Manager,Married,8380.0,No,21,3.0,1,30,3.0,2,9.03225806451613,16
43.0,No,Travel_Frequently,14,3,Life Sciences,Female,Sales Executive,Married,2455.0,No,11,3.0,1,10,5.0,8,0.09090909090909091,15
24.0,No,Travel_Rarely,29,4,Medical,Male,Laboratory Technician,Single,2293.0,No,12,3.0,0,10,3.0,7,9.090909090909092,15
25.0,No,Travel_Rarely,2,4,Life Sciences,Male,Manager,Married,8639.0,No,16,3.0,0,31,3.0,8,2.03125,13
32.0,No,Travel_Rarely,28,3,Medical,Male,Sales Executive,Married,9679.0,Yes,18,4.0,1,23,1.0,11,3.0416666666666665,18
30.0,No,Travel_Rarely,1,4,Medical,Female,Research Director,Divorced,6118.0,Yes,18,3.0,2,15,2.0,2,2.0625,12
55.0,No,Non-Travel,16,4,Medical,Male,Laboratory Technician,Single,13577.0,No,14,3.0,0,10,3.0,0,6.090909090909091,13
25.0,No,Travel_Frequently,7,3,Marketing,Male,Sales Executive,Married,1118.0,No,16,3.0,1,17,4.0,7,2.0555555555555554,12
36.0,Yes,Travel_Rarely,13,3,Technical Degree,Male,Sales Executive,Single,6842.0,No,11,4.0,0,7,3.0,3,5.125,8
35.0,No,Travel_Rarely,8,2,Technical Degree,Female,Sales Executive,Married,2022.0,No,21,3.0,2,10,3.0,8,1.0909090909090908,15
32.0,No,Travel_Rarely,26,2,Medical,Male,Research Scientist,Married,6735.0,Yes,13,3.0,1,16,2.0,1,3.0588235294117645,14
50.0,Yes,Non-Travel,6,1,Medical,Female,Research Scientist,Single,6347.0,No,11,3.0,0,8,3.0,2,2.111111111111111,12
30.0,No,Travel_Rarely,3,1,Marketing,Female,Manager,Married,11416.0,No,12,3.0,1,23,4.0,9,3.0416666666666665,14
39.0,No,Travel_Rarely,9,4,Life Sciences,Male,Research Scientist,Married,9613.0,Yes,12,3.0,1,6,5.0,4,1.1428571428571428,14
46.0,Yes,Travel_Frequently,28,3,Marketing,Male,Sales Executive,Divorced,5772.0,Yes,13,4.0,1,20,4.0,2,4.0476190476190474,12
50.0,No,Travel_Frequently,9,3,Life Sciences,Female,Healthcare Representative,Divorced,6796.0,No,11,3.0,1,10,3.0,7,0.09090909090909091,17
24.0,No,Travel_Rarely,21,4,Life Sciences,Male,Sales Executive,Married,3907.0,Yes,12,3.0,2,8,3.0,4,3.111111111111111,15
43.0,Yes,Travel_Rarely,17,3,Technical Degree,Female,Research Scientist,Married,9985.0,Yes,16,3.0,1,6,1.0,0,9.142857142857142,15
22.0,No,Travel_Rarely,23,2,Life Sciences,Male,Sales Executive,Single,2323.0,Yes,16,4.0,0,21,6.0,0,3.0454545454545454,17
28.0,Yes,Travel_Rarely,2,3,Medical,Female,Sales Representative,Single,3839.7428571428572,No,13,3.0,0,2,3.0,2,1.3333333333333333,14
40.0,No,Travel_Rarely,3,3,Medical,Female,Research Scientist,Divorced,5986.83193277311,Yes,15,3.0,1,1,2.0,1,1.5,14
30.0,No,Travel_Rarely,7,4,Medical,Male,Research Scientist,Single,5126.0,No,13,3.0,0,1,1.0,0,1.5,12
32.0,No,Travel_Rarely,4,4,Life Sciences,Female,Research Scientist,Single,5396.0,Yes,11,3.0,0,9,2.0,6,1.1,14
39.0,No,Travel_Rarely,7,3,Life Sciences,Male,Laboratory Technician,Divorced,5986.83193277311,No,18,4.0,1,24,3.0,9,1.04,9
46.0,No,Travel_Rarely,10,3,Marketing,Male,Sales Executive,Single,9228.730569948186,No,14,3.0,0,9,2.0,7,3.1,13
32.0,No,Non-Travel,1,2,Life Sciences,Male,Research Scientist,Married,4707.0,No,22,3.0,1,5,2.0,2,2.1666666666666665,13
36.0,No,Travel_Rarely,27,3,Medical,Male,Healthcare Representative,Married,5810.0,No,13,3.0,2,17,2.0,7,6.055555555555555,13
36.0,No,Travel_Frequently,9,1,Life Sciences,Male,Sales Representative,Single,6499.0,No,11,3.0,0,2,3.0,2,1.3333333333333333,12
31.0,Yes,Travel_Frequently,8,1,Medical,Male,Laboratory Technician,Single,3479.0,No,12,3.0,0,0,2.0,0,2.0,16
54.0,No,Travel_Rarely,2,4,Other,Female,Healthcare Representative,Single,17328.0,No,23,3.0,0,14,3.0,0,3.066666666666667,12
39.0,No,Travel_Rarely,2,1,Marketing,Male,Sales Executive,Married,2086.0,No,12,3.0,0,12,6.0,2,3.076923076923077,15
26.0,No,Travel_Rarely,10,3,Marketing,Male,Sales Representative,Divorced,4306.0,No,14,3.0,2,2,5.0,2,1.3333333333333333,16
18.0,No,Travel_Rarely,9,2,Medical,Male,Manufacturing Director,Single,1878.0,Yes,18,3.0,0,10,3.0,4,7.090909090909091,15
36.0,No,Travel_Frequently,10,3,Life Sciences,Female,Sales Executive,Divorced,2153.0,Yes,14,3.0,1,15,2.0,14,1.0625,16
22.0,No,Travel_Rarely,2,3,Human Resources,Male,Human Resources,Married,2328.0,No,12,3.0,0,9,2.0,2,3.1,11
34.0,No,Travel_Rarely,16,3,Marketing,Female,Manager,Married,2579.0,Yes,22,3.0,1,22,3.0,13,5.043478260869565,17
42.0,No,Travel_Rarely,9,3,Medical,Male,Healthcare Representative,Single,5087.0,No,14,3.0,0,9,3.0,7,1.1,14
29.0,Yes,Travel_Rarely,6,3,Life Sciences,Female,Laboratory Technician,Married,2319.0,Yes,21,3.0,2,1,1.0,0,1.5,14
37.0,No,Travel_Rarely,6,3,Life Sciences,Male,Research Scientist,Divorced,2781.0,Yes,14,3.0,1,3,5.0,1,1.25,15
32.0,No,Travel_Frequently,29,3,Marketing,Female,Manager,Divorced,2743.0,No,12,4.0,1,32,2.0,0,3.0303030303030303,12
35.0,No,Travel_Rarely,1,3,Human Resources,Female,Human Resources,Married,5986.83193277311,No,13,3.0,1,7,3.0,6,1.125,18
32.0,No,Travel_Rarely,2,4,Life Sciences,Male,Laboratory Technician,Married,6209.0,No,14,3.0,1,6,4.0,2,1.1428571428571428,16
37.0,No,Travel_Rarely,5,3,Other,Male,Sales Representative,Single,6232.0,No,18,3.0,0,5,3.0,2,0.16666666666666666,16
36.0,No,Travel_Rarely,1,2,Life Sciences,Female,Manager,Married,6652.0,No,15,3.0,1,26,3.0,8,2.037037037037037,15
40.0,No,Travel_Rarely,7,1,Life Sciences,Male,Research Director,Divorced,2741.0,No,22,3.0,2,21,3.0,16,1.0454545454545454,11
30.0,No,Travel_Rarely,27,3,Medical,Male,Manufacturing Director,Divorced,2141.0,No,21,3.0,1,6,3.0,3,0.14285714285714285,8
53.0,No,Travel_Rarely,2,4,Medical,Female,Research Scientist,Married,14275.0,No,14,3.0,3,20,3.0,3,2.0476190476190474,14
45.0,No,Non-Travel,6,1,Medical,Female,Human Resources,Married,5593.0,No,11,3.0,0,1,2.0,0,1.5,15
20.0,No,Travel_Rarely,24,4,Life Sciences,Male,Laboratory Technician,Married,2973.0,No,15,3.0,1,11,2.0,8,7.083333333333333,13
46.0,No,Travel_Frequently,2,4,Technical Degree,Female,Healthcare Representative,Single,10527.0,No,11,3.0,0,14,3.0,11,1.0666666666666667,18
34.0,No,Travel_Frequently,8,3,Medical,Male,Laboratory Technician,Married,5063.0,No,12,3.0,0,6,3.0,3,2.142857142857143,14
25.0,No,Travel_Rarely,24,4,Medical,Male,Healthcare Representative,Married,4031.0,No,15,3.0,0,11,5.0,3,3.0833333333333335,16
51.0,Yes,Travel_Frequently,24,2,Life Sciences,Female,Laboratory Technician,Single,7484.0,No,16,3.0,0,5,1.0,2,1.1666666666666667,15
42.0,No,Non-Travel,2,2,Technical Degree,Male,Sales Representative,Single,6272.0,No,13,3.0,0,9,3.0,7,0.1,10
33.0,No,Travel_Rarely,14,3,Medical,Male,Research Scientist,Married,5986.83193277311,No,13,3.0,1,8,2.0,7,1.1111111111111112,16
28.0,No,Travel_Frequently,4,3,Medical,Male,Research Scientist,Married,6834.0,No,16,3.0,1,5,3.0,2,2.1666666666666665,11
27.0,No,Travel_Rarely,2,4,Technical Degree,Female,Research Scientist,Married,2534.0,No,20,3.0,1,19,4.0,2,8.05,14
50.0,Yes,Travel_Rarely,1,2,Medical,Male,Human Resources,Married,13973.0,No,14,3.0,1,24,2.0,6,9.04,12
32.0,No,Travel_Frequently,4,1,Medical,Female,Laboratory Technician,Single,4998.0,No,13,3.0,0,3,2.0,2,1.25,12
30.0,No,Non-Travel,2,1,Medical,Female,Research Scientist,Single,4695.0,No,12,3.0,0,5,3.0,3,0.16666666666666666,14
39.0,Yes,Travel_Rarely,1,4,Technical Degree,Male,Research Scientist,Single,4534.0,No,13,3.0,0,11,6.0,7,6.083333333333333,8
34.0,No,Non-Travel,9,3,Medical,Male,Research Scientist,Single,5304.0,No,16,3.0,0,7,3.0,7,1.125,15
36.0,No,Travel_Rarely,2,2,Medical,Female,Manager,Married,5673.0,No,17,3.0,1,23,4.0,6,0.041666666666666664,15
48.0,No,Travel_Rarely,25,1,Life Sciences,Male,Human Resources,Married,19665.0,No,23,3.0,1,8,3.0,7,1.1111111111111112,16
19.0,No,Travel_Rarely,2,3,Medical,Male,Sales Representative,Single,2121.0,No,19,3.0,0,2,3.0,2,1.3333333333333333,13
40.0,No,Travel_Frequently,6,3,Other,Female,Laboratory Technician,Married,13499.0,No,18,3.0,1,8,3.0,7,0.1111111111111111,15
30.0,No,Travel_Rarely,11,4,Medical,Female,Laboratory Technician,Married,3839.7428571428572,Yes,11,3.0,1,5,5.0,2,7.166666666666667,16
37.0,No,Travel_Frequently,15,2,Life Sciences,Female,Research Director,Married,13458.0,No,24,3.0,1,14,1.0,10,1.0666666666666667,12
56.0,No,Travel_Rarely,1,3,Life Sciences,Male,Research Scientist,Married,19717.0,No,17,3.0,2,10,4.0,4,1.0909090909090908,12
35.0,No,Travel_Frequently,3,2,Human Resources,Male,Human Resources,Married,4249.0,No,19,3.0,1,4,3.0,2,0.2,14
33.0,No,Travel_Rarely,17,1,Life Sciences,Male,Healthcare Representative,Married,2496.0,No,18,3.0,1,20,3.0,9,0.047619047619047616,11
30.0,Yes,Travel_Rarely,24,3,Life Sciences,Female,Sales Executive,Single,9419.0,Yes,16,3.0,0,22,2.0,0,4.043478260869565,14
37.0,No,Travel_Rarely,2,1,Life Sciences,Male,Laboratory Technician,Married,4960.0,No,13,3.0,3,4,3.0,2,0.2,15
43.0,No,Travel_Frequently,16,3,Life Sciences,Male,Manufacturing Director,Single,9228.730569948186,Yes,15,3.0,0,18,5.0,2,6.052631578947368,16
37.0,No,Travel_Rarely,12,3,Life Sciences,Male,Healthcare Representative,Divorced,5916.0,No,12,3.0,1,15,1.0,4,2.0625,11
33.0,No,Non-Travel,15,4,Medical,Male,Healthcare Representative,Divorced,2008.0,No,18,3.0,1,9,2.0,1,5.1,15
37.0,Yes,Non-Travel,8,4,Other,Male,Laboratory Technician,Married,5986.83193277311,Yes,11,3.0,0,7,3.0,7,1.125,10
43.0,No,Travel_Rarely,20,3,Technical Degree,Male,Research Scientist,Married,10798.0,No,17,3.0,0,2,5.0,0,0.3333333333333333,16
40.0,Yes,Travel_Rarely,9,3,Marketing,Male,Sales Executive,Divorced,16437.0,No,11,4.0,1,28,2.0,7,4.0344827586206895,13
37.0,No,Travel_Rarely,1,2,Life Sciences,Male,Human Resources,Single,5986.83193277311,No,12,3.0,0,10,2.0,6,6.090909090909091,15
44.0,Yes,Travel_Rarely,7,4,Medical,Female,Manufacturing Director,Married,10248.0,Yes,14,3.0,0,31,3.0,9,7.03125,12
37.0,No,Travel_Rarely,15,3,Life Sciences,Male,Research Scientist,Single,1102.0,No,19,4.0,0,6,3.0,5,1.1428571428571428,14
32.0,No,Travel_Rarely,1,2,Medical,Female,Laboratory Technician,Married,5986.83193277311,No,13,3.0,0,12,3.0,8,1.0769230769230769,14
28.0,No,Travel_Rarely,1,4,Medical,Female,Research Scientist,Single,3591.0,No,17,4.0,0,1,3.0,1,1.5,13
52.0,No,Non-Travel,24,2,Life Sciences,Female,Healthcare Representative,Divorced,4258.0,Yes,16,3.0,1,12,3.0,3,3.076923076923077,14
40.0,No,Travel_Rarely,3,3,Medical,Female,Manufacturing Director,Married,6513.0,Yes,14,3.0,0,28,3.0,4,2.0344827586206895,15
45.0,No,Travel_Rarely,17,4,Medical,Male,Laboratory Technician,Married,13245.0,No,15,3.0,3,3,3.0,2,1.25,15
21.0,No,Travel_Rarely,3,3,Technical Degree,Male,Manager,Married,2380.0,No,11,3.0,0,15,3.0,2,2.0625,14
38.0,Yes,Travel_Rarely,1,3,Technical Degree,Female,Sales Representative,Married,2619.0,No,15,3.0,1,5,3.0,2,3.1666666666666665,15
41.0,No,Travel_Rarely,17,4,Medical,Male,Manager,Married,19141.0,Yes,23,3.0,2,9,2.0,1,1.1,13
37.0,No,Travel_Rarely,23,3,Marketing,Male,Sales Executive,Married,4478.0,Yes,19,3.0,1,5,3.0,2,7.166666666666667,14
37.0,No,Travel_Frequently,13,3,Medical,Female,Healthcare Representative,Married,5986.83193277311,No,18,4.0,2,10,2.0,0,5.090909090909091,12
35.0,No,Travel_Rarely,1,3,Medical,Male,Manufacturing Director,Married,8020.0,Yes,22,3.0,1,9,3.0,8,1.1,13
37.0,No,Travel_Rarely,8,3,Marketing,Male,Sales Executive,Single,4071.0,No,14,3.0,0,9,4.0,8,1.1,16
38.0,No,Travel_Frequently,5,3,Life Sciences,Male,Laboratory Technician,Single,6077.0,No,14,3.0,0,7,2.0,2,3.125,15
26.0,No,Travel_Rarely,1,3,Medical,Male,Sales Executive,Divorced,6272.0,No,22,4.0,1,9,5.0,8,1.1,10
22.0,No,Travel_Rarely,2,1,Medical,Female,Laboratory Technician,Married,3839.7428571428572,No,12,3.0,1,6,6.0,2,9.142857142857142,13
43.0,No,Travel_Rarely,7,4,Life Sciences,Female,Healthcare Representative,Divorced,4765.0,No,14,3.0,2,29,2.0,7,3.033333333333333,13
52.0,No,Travel_Rarely,1,1,Medical,Male,Research Director,Married,7969.0,No,18,3.0,2,14,4.0,8,0.06666666666666667,10
34.0,No,Travel_Rarely,6,3,Life Sciences,Female,Laboratory Technician,Married,5986.83193277311,No,12,3.0,0,5,3.0,0,3.1666666666666665,15
37.0,No,Travel_Rarely,1,3,Technical Degree,Female,Research Scientist,Married,6142.0,No,12,3.0,1,17,2.0,5,7.055555555555555,13
36.0,No,Travel_Rarely,7,4,Medical,Female,Manufacturing Director,Married,5647.0,No,17,3.0,0,10,3.0,0,2.090909090909091,13
53.0,No,Travel_Rarely,10,4,Life Sciences,Male,Sales Representative,Married,10448.0,Yes,19,3.0,1,1,2.0,1,1.5,16
30.0,No,Travel_Frequently,25,2,Technical Degree,Male,Sales Executive,Married,2285.0,Yes,12,4.0,1,4,3.0,2,7.2,16
27.0,Yes,Travel_Rarely,1,3,Life Sciences,Female,Laboratory Technician,Single,3839.7428571428572,Yes,14,3.0,0,4,2.0,2,0.2,14
22.0,No,Travel_Rarely,21,3,Medical,Female,Laboratory Technician,Married,2871.0,No,20,3.0,1,8,5.0,2,7.111111111111111,15
37.0,No,Travel_Frequently,1,3,Medical,Male,Healthcare Representative,Single,9998.0,No,20,3.0,0,14,2.0,9,0.06666666666666667,13
42.0,No,Travel_Rarely,10,4,Life Sciences,Male,Sales Executive,Single,9228.730569948186,No,14,4.0,0,5,6.0,3,0.16666666666666666,15
28.0,No,Travel_Frequently,1,3,Life Sciences,Male,Healthcare Representative,Divorced,3839.7428571428572,No,17,3.0,1,12,2.0,3,4.076923076923077,17
23.0,No,Travel_Rarely,11,3,Life Sciences,Male,Manager,Single,3989.0,No,15,3.0,0,21,2.0,4,3.0454545454545454,13
31.0,No,Travel_Rarely,9,3,Medical,Female,Research Scientist,Divorced,6410.0,No,18,3.0,1,6,1.0,2,5.142857142857143,14
37.0,No,Travel_Rarely,6,3,Medical,Female,Laboratory Technician,Single,2994.0,Yes,13,3.0,0,20,2.0,13,2.0476190476190474,14
49.0,No,Travel_Frequently,6,3,Medical,Female,Sales Executive,Single,18665.0,No,12,3.0,0,23,3.0,7,6.041666666666667,17
30.0,No,Non-Travel,2,3,Medical,Male,Sales Executive,Married,1274.0,Yes,17,3.0,1,10,2.0,9,1.0909090909090908,15
37.0,Yes,Travel_Frequently,7,3,Life Sciences,Male,Sales Representative,Divorced,2793.0,Yes,21,3.0,1,3,2.0,2,1.25,15
33.0,No,Non-Travel,1,3,Life Sciences,Female,Manufacturing Director,Single,5986.83193277311,Yes,14,4.0,0,10,2.0,0,4.090909090909091,17
37.0,No,Non-Travel,3,3,Life Sciences,Male,Manager,Married,2024.0,No,12,3.0,1,23,1.0,12,8.041666666666666,16
37.0,No,Travel_Frequently,26,3,Human Resources,Female,Manager,Single,13525.0,Yes,12,3.0,0,23,2.0,3,2.0416666666666665,18
41.0,No,Non-Travel,2,2,Life Sciences,Female,Research Scientist,Single,9228.730569948186,Yes,14,4.0,0,10,3.0,7,4.090909090909091,17
33.0,No,Travel_Frequently,3,4,Medical,Female,Laboratory Technician,Married,5986.83193277311,No,22,3.0,1,8,2.0,7,1.1111111111111112,14
31.0,No,Travel_Rarely,4,3,Life Sciences,Male,Manufacturing Director,Divorced,4233.0,Yes,12,3.0,1,28,2.0,11,8.03448275862069,13
37.0,No,Travel_Rarely,1,3,Life Sciences,Female,Manager,Single,2836.0,No,14,3.0,0,23,0.0,7,4.041666666666667,13
29.0,Yes,Travel_Frequently,20,3,Life Sciences,Male,Sales Executive,Married,6294.0,Yes,11,3.0,1,4,5.0,2,3.2,12
43.0,Yes,Travel_Rarely,23,3,Human Resources,Female,Human Resources,Divorced,4081.0,Yes,15,3.0,3,11,3.0,2,9.083333333333334,12
29.0,No,Travel_Rarely,27,2,Medical,Female,Research Scientist,Single,2109.0,No,15,3.0,0,9,2.0,2,2.1,16
36.0,No,Travel_Rarely,5,2,Medical,Female,Human Resources,Divorced,9278.0,Yes,22,3.0,1,16,3.0,2,8.058823529411764,14
34.0,No,Travel_Rarely,8,1,Life Sciences,Male,Sales Representative,Single,5986.83193277311,No,19,3.0,0,3,0.0,2,0.25,14
28.0,No,Travel_Rarely,2,1,Technical Degree,Male,Sales Representative,Married,2207.0,No,18,3.0,1,1,5.0,0,1.5,12
25.0,No,Travel_Rarely,4,2,Other,Male,Laboratory Technician,Divorced,2889.0,No,12,3.0,1,1,2.0,0,1.5,16
34.0,No,Travel_Frequently,2,4,Marketing,Male,Manager,Single,5986.83193277311,No,12,3.0,0,22,4.0,2,3.0434782608695654,12
25.0,Yes,Travel_Rarely,1,2,Life Sciences,Female,Laboratory Technician,Single,2096.0,Yes,13,3.0,0,23,3.0,0,9.041666666666666,13
32.0,No,Travel_Rarely,16,3,Life Sciences,Female,Healthcare Representative,Married,4200.0,No,16,4.0,1,10,2.0,0,3.090909090909091,16
42.0,No,Travel_Rarely,1,3,Human Resources,Male,Manager,Married,4434.0,No,12,3.0,1,22,3.0,7,1.0434782608695652,14
28.0,No,Travel_Rarely,9,1,Life Sciences,Female,Sales Executive,Married,7655.0,No,20,3.0,0,6,3.0,5,1.1428571428571428,11
51.0,No,Travel_Rarely,25,3,Medical,Male,Manager,Single,14026.0,No,22,3.0,0,22,3.0,0,3.0434782608695654,13
49.0,Yes,Travel_Rarely,27,2,Life Sciences,Male,Sales Executive,Single,9228.730569948186,Yes,12,3.0,0,8,3.0,4,4.111111111111111,16
45.0,No,Travel_Rarely,1,4,Life Sciences,Male,Manufacturing Director,Married,2132.0,No,12,4.0,1,8,3.0,5,6.111111111111111,11
34.0,No,Travel_Frequently,10,3,Medical,Male,Manager,Single,5986.83193277311,No,25,3.0,0,10,5.0,2,2.090909090909091,16
36.0,No,Travel_Rarely,3,2,Human Resources,Male,Human Resources,Divorced,5237.0,Yes,11,3.0,1,7,3.0,3,3.125,16
41.0,No,Travel_Frequently,2,3,Medical,Male,Laboratory Technician,Single,17181.0,No,22,3.0,0,4,3.0,3,1.2,13
40.0,No,Non-Travel,13,1,Life Sciences,Female,Research Scientist,Single,13194.0,No,18,3.0,0,5,2.0,2,3.1666666666666665,13
37.0,No,Travel_Rarely,5,2,Life Sciences,Female,Laboratory Technician,Single,2585.0,No,16,3.0,0,16,5.0,11,8.058823529411764,17
34.0,No,Non-Travel,18,2,Life Sciences,Female,Manufacturing Director,Single,6538.0,No,11,3.0,0,9,3.0,7,0.1,11
34.0,No,Travel_Frequently,1,3,Life Sciences,Male,Research Scientist,Single,7756.0,No,12,3.0,0,17,1.0,12,1.0555555555555556,16
32.0,No,Non-Travel,8,3,Life Sciences,Male,Manufacturing Director,Divorced,5986.83193277311,No,21,3.0,1,4,3.0,0,4.2,13
46.0,No,Travel_Rarely,10,1,Marketing,Female,Sales Executive,Divorced,4615.0,Yes,14,4.0,2,7,2.0,7,1.125,12
30.0,No,Travel_Frequently,8,5,Life Sciences,Female,Healthcare Representative,Single,2422.0,Yes,17,3.0,0,14,3.0,0,2.066666666666667,14
28.0,No,Travel_Rarely,20,3,Life Sciences,Male,Sales Executive,Single,2080.0,No,15,3.0,0,8,2.0,3,8.11111111111111,16
52.0,No,Travel_Rarely,3,1,Medical,Female,Laboratory Technician,Single,16555.0,Yes,18,3.0,0,10,2.0,9,1.0909090909090908,13
31.0,No,Travel_Frequently,1,4,Life Sciences,Female,Manufacturing Director,Divorced,4148.0,No,18,3.0,1,7,1.0,5,1.125,13
55.0,No,Travel_Rarely,20,2,Technical Degree,Female,Laboratory Technician,Married,19187.0,Yes,19,3.0,1,12,5.0,7,3.076923076923077,16
36.0,No,Travel_Rarely,8,1,Marketing,Female,Sales Executive,Married,5410.0,No,19,3.0,1,5,2.0,2,0.16666666666666666,15
21.0,Yes,Travel_Rarely,2,2,Technical Degree,Male,Human Resources,Single,3447.0,No,12,3.0,0,1,2.0,0,1.5,14
26.0,No,Travel_Rarely,24,3,Medical,Male,Laboratory Technician,Single,2867.0,No,14,3.0,0,9,3.0,2,2.1,11
48.0,No,Travel_Rarely,9,3,Medical,Male,Laboratory Technician,Divorced,5486.0,No,11,3.0,2,12,3.0,9,1.0769230769230769,13
35.0,Yes,Travel_Rarely,5,3,Marketing,Male,Sales Representative,Single,6883.0,Yes,13,3.0,0,1,3.0,0,1.5,15
46.0,Yes,Travel_Rarely,3,1,Life Sciences,Male,Manufacturing Director,Married,10845.0,Yes,19,3.0,1,4,3.0,2,0.2,13
39.0,No,Non-Travel,7,3,Life Sciences,Male,Healthcare Representative,Married,6782.0,No,16,3.0,1,10,2.0,0,8.090909090909092,10
54.0,No,Travel_Rarely,2,2,Medical,Female,Manager,Married,10686.0,No,14,3.0,1,23,4.0,9,4.041666666666667,15
37.0,No,Travel_Rarely,10,4,Technical Degree,Female,Research Scientist,Married,4487.0,No,22,3.0,2,10,3.0,3,3.090909090909091,13
36.0,No,Travel_Rarely,9,2,Life Sciences,Male,Research Scientist,Divorced,5079.0,No,19,3.0,2,10,3.0,2,2.090909090909091,17
37.0,Yes,Travel_Frequently,12,3,Life Sciences,Male,Sales Executive,Single,3761.0,Yes,12,3.0,0,22,3.0,9,0.043478260869565216,11
37.0,No,Travel_Rarely,2,3,Marketing,Male,Sales Executive,Married,5986.83193277311,No,11,3.0,0,14,3.0,2,2.066666666666667,12
56.0,No,Travel_Rarely,10,3,Medical,Female,Laboratory Technician,Married,2066.0,No,20,4.0,1,17,3.0,4,6.055555555555555,12
37.0,No,Travel_Rarely,2,1,Life Sciences,Female,Sales Executive,Single,5986.83193277311,Yes,13,3.0,0,10,2.0,5,4.090909090909091,16
34.0,No,Travel_Rarely,1,4,Medical,Female,Healthcare Representative,Divorced,5714.0,No,20,4.0,1,19,3.0,0,3.05,15
29.0,No,Travel_Frequently,10,3,Other,Male,Laboratory Technician,Divorced,1091.0,No,20,3.0,1,3,3.0,2,1.25,12
46.0,Yes,Travel_Rarely,24,4,Life Sciences,Male,Sales Executive,Single,9228.730569948186,Yes,13,3.0,0,15,2.0,2,6.0625,9
41.0,Yes,Travel_Frequently,2,3,Life Sciences,Male,Sales Representative,Single,9355.0,No,14,3.0,0,3,5.0,0,7.25,16
32.0,No,Travel_Frequently,9,1,Life Sciences,Male,Manufacturing Director,Divorced,3068.0,No,25,3.0,1,13,3.0,8,1.0714285714285714,16
38.0,No,Travel_Rarely,10,4,Life Sciences,Female,Sales Executive,Divorced,5986.83193277311,Yes,14,4.0,3,8,3.0,0,2.111111111111111,16
